constituency_number,NAME OF CONSTITUENCY,province,voter_reg,candidate_party,candidate_name
NA-209,Sanghar-1,Sindh,1172516,Pakistan Peoples Party,Shazia Jarmat Marri
NA-209,Sanghar-1,Sindh,1172516,Muttahida Qaumi Movement,Nawab Ali
NA-209,Sanghar-1,Sindh,1172516,Pakistan Muslim League (Functional),Muhammad Khan Junejo
NA-209,Sanghar-1,Sindh,1172516,Jamaat-e-Islami Pakistan ,Zaheeruldin Babar
NA-210,Sanghar-2,Sindh,1135949,Pakistan Tehreek-e-Insaf,Mumtaz Ali Shah
NA-210,Sanghar-2,Sindh,1135949,Pakistan Peoples Party,Salahuddin Junejo
NA-210,Sanghar-2,Sindh,1135949,Muttahida Qaumi Movement,Muhammad Zakir sheikh
NA-210,Sanghar-2,Sindh,1135949,Pakistan Muslim League (Functional),Saira Bano
NA-210,Sanghar-2,Sindh,1135949,Jamaat-e-Islami Pakistan ,Kamran Aziz Ghouri
NA-211,Mirpurkhas-1,Sindh,850102,Pakistan Tehreek-e-Insaf,Syed Jameel Ahmed Shah Bukhari
NA-211,Mirpurkhas-1,Sindh,850102,Pakistan Peoples Party,Pir Aftab Hussain Shah Jilani
NA-211,Mirpurkhas-1,Sindh,850102,Muttahida Qaumi Movement,Afaque ahmad khan
NA-211,Mirpurkhas-1,Sindh,850102,Pakistan Muslim League (Nawaz),Muhammad Asad Ali Khan Junejo
NA-211,Mirpurkhas-1,Sindh,850102,Jamaat-e-Islami Pakistan ,Tahseen
NA-212,Mirpurkhas-2,Sindh,831284,Pakistan Tehreek-e-Insaf,Abdul Hakeem Chandio
NA-212,Mirpurkhas-2,Sindh,831284,Pakistan Peoples Party,Mir Munawar Ali Talpur
NA-212,Mirpurkhas-2,Sindh,831284,Jamiat Ulema-e-Islam (F),Ghulam Qadir
NA-212,Mirpurkhas-2,Sindh,831284,Jamaat-e-Islami Pakistan ,Muhammad Hanif Khan
NA-213,Umerkot,Sindh,1159831,Pakistan Tehreek-e-Insaf,Shabana Nawab
NA-213,Umerkot,Sindh,1159831,Pakistan Peoples Party,Nawab Muhammad Yousuf Talpur
NA-213,Umerkot,Sindh,1159831,Muttahida Qaumi Movement,Pram Chand
NA-213,Umerkot,Sindh,1159831,Pakistan Muslim League (Nawaz),Mir Amanullah Khan Talpur
NA-214,Tharparkar-1,Sindh,897087,Pakistan Tehreek-e-Insaf,Zulfiqar Ali Malha
NA-214,Tharparkar-1,Sindh,897087,Pakistan Peoples Party,Pir Ameer Ali Shah Jeelani
NA-214,Tharparkar-1,Sindh,897087,Jamiat Ulema-e-Islam (F),Abdul Aziz
NA-214,Tharparkar-1,Sindh,897087,Pakistan Muslim League (Functional),Saira Bano
NA-215,Tharparkar-2,Sindh,881320,Pakistan Tehreek-e-Insaf,Wali Muhammad Mugheri
NA-215,Tharparkar-2,Sindh,881320,Pakistan Peoples Party,Mahesh Kumar Malani
NA-215,Tharparkar-2,Sindh,881320,Muttahida Qaumi Movement,Ghaman
NA-215,Tharparkar-2,Sindh,881320,Jamiat Ulema-e-Islam (F),Aziz Ullah
NA-216,Matiari,Sindh,849383,Pakistan Tehreek-e-Insaf,Dr Masroor Sial
NA-216,Matiari,Sindh,849383,Pakistan Peoples Party,Makhdoom Jamil Uz Zaman
NA-216,Matiari,Sindh,849383,Muttahida Qaumi Movement,Ghaman
NA-216,Matiari,Sindh,849383,Pakistan Muslim League (Nawaz),Bashir Ahmed
NA-216,Matiari,Sindh,849383,Jamaat-e-Islami Pakistan ,Atta Ur Rehman Korejo
NA-217,Tando Allahyar,Sindh,922012,Pakistan Tehreek-e-Insaf,Khalid Mehmood Ali
NA-217,Tando Allahyar,Sindh,922012,Pakistan Peoples Party,Zoiligar Bachani
NA-217,Tando Allahyar,Sindh,922012,Muttahida Qaumi Movement,Muhammad azam khan
NA-217,Tando Allahyar,Sindh,922012,Pakistan Muslim League (Functional),Rahila Maosi
NA-218,Hyderabad-1,Sindh,847023,Pakistan Tehreek-e-Insaf,Adeel Ahmad
NA-218,Hyderabad-1,Sindh,847023,Pakistan Peoples Party,Syed Hussain Tariq
NA-218,Hyderabad-1,Sindh,847023,Muttahida Qaumi Movement,Naseem Akhtar
NA-219,Hyderabad-2,Sindh,800983,Pakistan Tehreek-e-Insaf,Adv Muhammad Haris Meo
NA-219,Hyderabad-2,Sindh,800983,Pakistan Peoples Party,Ali Muhammad Sahito
NA-219,Hyderabad-2,Sindh,800983,Muttahida Qaumi Movement,Abdul Aleem Khan
NA-219,Hyderabad-2,Sindh,800983,Pakistan Muslim League (Nawaz),Husnain Rashid
NA-220,Hyderabad-3,Sindh,784534,Pakistan Tehreek-e-Insaf,Faheem Khan
NA-220,Hyderabad-3,Sindh,784534,Pakistan Peoples Party,W aseem Khan Rajput
NA-220,Hyderabad-3,Sindh,784534,Muttahida Qaumi Movement,Syed Waseem hussain
NA-220,Hyderabad-3,Sindh,784534,Pakistan Muslim League (Nawaz),Khalid Aziz
NA-221,Tando Muhammad Khan,Sindh,726119,Pakistan Tehreek-e-Insaf,Saif ur Rehman
NA-221,Tando Muhammad Khan,Sindh,726119,Pakistan Peoples Party,Syed Naveed Qamar
NA-221,Tando Muhammad Khan,Sindh,726119,Muttahida Qaumi Movement,Imtiaz Hussain
NA-221,Tando Muhammad Khan,Sindh,726119,Pakistan Muslim League (Functional),Mir Ali Nawaz Talpur
NA-221,Tando Muhammad Khan,Sindh,726119,Jamaat-e-Islami Pakistan ,Aijaz Ali
NA-222,Badin-1,Sindh,938113,Pakistan Tehreek-e-Insaf,Muhammad Alamgir Khan
NA-222,Badin-1,Sindh,938113,Pakistan Peoples Party,Mir Ghulam Ali Teipur
NA-222,Badin-1,Sindh,938113,Jamiat Ulema-e-Islam (F),Azhar Ali
NA-222,Badin-1,Sindh,938113,Jamaat-e-Islami Pakistan ,Safia Khanum
NA-223,Badin-2,Sindh,1008968,Pakistan Tehreek-e-Insaf,Advocate Zahoor Mehsud
NA-223,Badin-2,Sindh,1008968,Pakistan Peoples Party,Haji Rasool Bux Chandio
NA-223,Badin-2,Sindh,1008968,Muttahida Qaumi Movement,Paras
NA-223,Badin-2,Sindh,1008968,Jamiat Ulema-e-Islam (F),Fatah Muhammad
NA-223,Badin-2,Sindh,1008968,Pakistan Muslim League (Functional),"Muhammad Hassan, Mirza"
NA-224,Sujawal,Sindh,839292,Pakistan Tehreek-e-Insaf,Haleem Adil Sheikh
NA-224,Sujawal,Sindh,839292,Pakistan Peoples Party,Syed ayaz ali shah
NA-224,Sujawal,Sindh,839292,Muttahida Qaumi Movement,Muhammad Ramzan
NA-224,Sujawal,Sindh,839292,Jamiat Ulema-e-Islam (F),Molvi Muhammad Saleh Alhadad
NA-225,Thatta,Sindh,1083191,Pakistan Tehreek-e-Insaf,Yasir Baloch
NA-225,Thatta,Sindh,1083191,Pakistan Peoples Party,Sadiq Ali Memon
NA-225,Thatta,Sindh,1083191,Muttahida Qaumi Movement,Muhammad Junaid Niaz
NA-225,Thatta,Sindh,1083191,Pakistan Muslim League (Nawaz),Rasool Bux Jakhro
NA-226,Jamshoro,Sindh,1117308,Pakistan Tehreek-e-Insaf,Ramzan Ghachi
NA-226,Jamshoro,Sindh,1117308,Pakistan Peoples Party,Malik Asad Sikandar
NA-226,Jamshoro,Sindh,1117308,Pakistan Muslim League (Functional),Syed Munir Nyder Shah
NA-227,Dadu-1,Sindh,900534,Pakistan Tehreek-e-Insaf,Khurram Sher Zaman
NA-227,Dadu-1,Sindh,900534,Pakistan Peoples Party,Irian Ali Leghari
NA-227,Dadu-1,Sindh,900534,Muttahida Qaumi Movement,Zulfiqar Ali
NA-227,Dadu-1,Sindh,900534,Jamiat Ulema-e-Islam (F),Hajan Khan Leghari
NA-227,Dadu-1,Sindh,900534,Pakistan Muslim League (Functional),Lia geat Ali Jatoi
NA-228,Dadu-2,Sindh,841786,Pakistan Tehreek-e-Insaf,Dawa Khan
NA-228,Dadu-2,Sindh,841786,Pakistan Peoples Party,Rafiq Ahmed Jamali
NA-228,Dadu-2,Sindh,841786,Muttahida Qaumi Movement,Abdul majieed Chahwan
NA-228,Dadu-2,Sindh,841786,Jamiat Ulema-e-Islam (F),Abu Bakar Brohi
NA-228,Dadu-2,Sindh,841786,Pakistan Muslim League (Functional),Karim Ali Jatoi
NA-229,Malir-1,Sindh,822528,Pakistan Tehreek-e-Insaf,Advocate Shujaat Ali Khan
NA-229,Malir-1,Sindh,822528,Pakistan Peoples Party,Jam Abdul Karim Bijar
NA-229,Malir-1,Sindh,822528,Muttahida Qaumi Movement,Fouzia Hameed
NA-229,Malir-1,Sindh,822528,Pakistan Muslim League (Nawaz),Qadir Bux
NA-229,Malir-1,Sindh,822528,Awami National Party,Sajid Mahmood
NA-230,Malir-2,Sindh,786160,Pakistan Tehreek-e-Insaf,Aftab Jahangir
NA-230,Malir-2,Sindh,786160,Pakistan Peoples Party,Syed Rafiullah
NA-230,Malir-2,Sindh,786160,Pakistan Muslim League (Nawaz),Haji Muzaffar Ali Shajra
NA-230,Malir-2,Sindh,786160,Awami National Party,Asif Ali
NA-230,Malir-2,Sindh,786160,Jamaat-e-Islami Pakistan ,Muhammad Islam
NA-231,Malir-3,Sindh,823560,Pakistan Tehreek-e-Insaf,Ata Ullah Khan
NA-231,Malir-3,Sindh,823560,Pakistan Peoples Party,Abdul Hakeem Baloch
NA-231,Malir-3,Sindh,823560,Pakistan Muslim League (Nawaz),Jamil Ahmed Khan
NA-231,Malir-3,Sindh,823560,Awami National Party,Abdul Qayyum
NA-231,Malir-3,Sindh,823560,Istehkam-e-Pakistan Party,Muhammad Qasim
NA-232,Karachi Korangi-1,Sindh,1083685,Pakistan Tehreek-e-Insaf,Malik Arif Awan
NA-232,Karachi Korangi-1,Sindh,1083685,Muttahida Qaumi Movement,Asia Ishaq siddique
NA-232,Karachi Korangi-1,Sindh,1083685,Istehkam-e-Pakistan Party,Tariq Mehmood Qadri
NA-233,Karachi Korangi-2,Sindh,1031170,Pakistan Tehreek-e-Insaf,Abbas Husnain
NA-233,Karachi Korangi-2,Sindh,1031170,Pakistan Peoples Party,Nida Asim
NA-233,Karachi Korangi-2,Sindh,1031170,Muttahida Qaumi Movement,Muhammad Jawad Hanif Khan
NA-233,Karachi Korangi-2,Sindh,1031170,Pakistan Muslim League (Nawaz),Zain Ul Abdin Ansari
NA-234,Karachi Korangi-3,Sindh,1014116,Pakistan Tehreek-e-Insaf,Arslan Khalid
NA-234,Karachi Korangi-3,Sindh,1014116,Pakistan Peoples Party,Muhammad Ali Rashid
NA-234,Karachi Korangi-3,Sindh,1014116,Muttahida Qaumi Movement,Muhammad Mueen Amir Pirzada
NA-234,Karachi Korangi-3,Sindh,1014116,Pakistan Muslim League (Nawaz),Saleem Zia
NA-234,Karachi Korangi-3,Sindh,1014116,Pakistan Muslim League (Functional),Dilawar Gulzar
NA-234,Karachi Korangi-3,Sindh,1014116,Jamaat-e-Islami Pakistan ,Akhter Hussain Qureshi
NA-234,Karachi Korangi-3,Sindh,1014116,Istehkam-e-Pakistan Party,Rasheed Ahmed
NA-235,Karachi East-1,Sindh,1024024,Pakistan Tehreek-e-Insaf,Barrister Uzair Ghouri
NA-235,Karachi East-1,Sindh,1024024,Pakistan Peoples Party,Muhammad Asif Khan
NA-235,Karachi East-1,Sindh,1024024,Muttahida Qaumi Movement,Muhammad iqbal
NA-235,Karachi East-1,Sindh,1024024,Pakistan Muslim League (Nawaz),Sharafat Khan
NA-235,Karachi East-1,Sindh,1024024,Jamaat-e-Islami Pakistan ,Miraj Ul Huda Siqqiqui
NA-235,Karachi East-1,Sindh,1024024,Istehkam-e-Pakistan Party,Syed Ali Hussain
NA-236,Karachi East-2,Sindh,958292,Pakistan Tehreek-e-Insaf,Riaz Hyder
NA-236,Karachi East-2,Sindh,958292,Pakistan Peoples Party,Muhammad Muzammil Qureshi
NA-236,Karachi East-2,Sindh,958292,Muttahida Qaumi Movement,Hassan sabir
NA-236,Karachi East-2,Sindh,958292,Pakistan Muslim League (Nawaz),Parveen Bashir
NA-236,Karachi East-2,Sindh,958292,Pakistan Muslim League (Functional),Syed Mushtaq Hussain
NA-237,Karachi East-3,Sindh,990405,Pakistan Tehreek-e-Insaf,Dawood Khan
NA-237,Karachi East-3,Sindh,990405,Pakistan Peoples Party,Asad Alam Niazi
NA-237,Karachi East-3,Sindh,990405,Muttahida Qaumi Movement,Muhammad Abdul Rauf
NA-237,Karachi East-3,Sindh,990405,Pakistan Muslim League (Nawaz),Rehan Qaiser Sheikh
NA-237,Karachi East-3,Sindh,990405,Awami National Party,Ahmed Zaman
NA-237,Karachi East-3,Sindh,990405,Istehkam-e-Pakistan Party,Zunaria Rehman
NA-238,Karachi East-4,Sindh,950644,Pakistan Tehreek-e-Insaf,Sardar Babar Musakhel
NA-238,Karachi East-4,Sindh,950644,Pakistan Peoples Party,Pir Omer Uddin Zafar
NA-238,Karachi East-4,Sindh,950644,Muttahida Qaumi Movement,Sadiq Iftikhar
NA-238,Karachi East-4,Sindh,950644,Pakistan Muslim League (Nawaz),Sidra Tel Muntaha
NA-238,Karachi East-4,Sindh,950644,Awami National Party,Aziz Ur Rehman
NA-238,Karachi East-4,Sindh,950644,Pakistan Muslim League (Functional),Kausar Fatima Zaidi
NA-238,Karachi East-4,Sindh,950644,Jamaat-e-Islami Pakistan ,Saif Uddin 
NA-238,Karachi East-4,Sindh,950644,Istehkam-e-Pakistan Party,Mahmood Baqi Molvi
NA-239,Karachi South-1,Sindh,783497,Pakistan Tehreek-e-Insaf,Saddam Tareen
NA-239,Karachi South-1,Sindh,783497,Pakistan Peoples Party,Sardar Nabil Ahmed Gabol
NA-239,Karachi South-1,Sindh,783497,Jamiat Ulema-e-Islam (F),Moulana Noor Ul Haq
NA-239,Karachi South-1,Sindh,783497,Pakistan Muslim League (Functional),Shaista Ameer
NA-239,Karachi South-1,Sindh,783497,Jamaat-e-Islami Pakistan ,Fazal Ul Rehman Niazi
NA-240,Karachi South-2,Sindh,782762,Pakistan Tehreek-e-Insaf,Pir Bux Jamoot
NA-240,Karachi South-2,Sindh,782762,Pakistan Peoples Party,Saleom Maittivra :Ala
NA-240,Karachi South-2,Sindh,782762,Muttahida Qaumi Movement,Arshad Abdullah bohra
NA-240,Karachi South-2,Sindh,782762,Pakistan Muslim League (Nawaz),Sakina Anwar
NA-241,Karachi South-3,Sindh,761882,Pakistan Tehreek-e-Insaf,Khurram Sher Zaman
NA-241,Karachi South-3,Sindh,761882,Pakistan Peoples Party,Mirza Ikhtiar Baig
NA-241,Karachi South-3,Sindh,761882,Pakistan Muslim League (Nawaz),Rozina
NA-241,Karachi South-3,Sindh,761882,Awami National Party,Owais Khan
NA-241,Karachi South-3,Sindh,761882,Pakistan Muslim League (Functional),Shaheena
NA-241,Karachi South-3,Sindh,761882,Jamaat-e-Islami Pakistan ,Naveed Ali Baig
NA-241,Karachi South-3,Sindh,761882,Pakistan Muslim League (Qaid-e-Azam),Muhammad Tariq Hassan
NA-241,Karachi South-3,Sindh,761882,Istehkam-e-Pakistan Party,Jairam Das
NA-242,Karachi Keamari-1,Sindh,1025731,Pakistan Tehreek-e-Insaf,Dawa Khan
NA-242,Karachi Keamari-1,Sindh,1025731,Pakistan Peoples Party,Qadir Khan Mandokhail
NA-242,Karachi Keamari-1,Sindh,1025731,Awami National Party,Arshad Sohail
NA-242,Karachi Keamari-1,Sindh,1025731,Jamaat-e-Islami Pakistan ,Fazal Ahad
NA-242,Karachi Keamari-1,Sindh,1025731,Istehkam-e-Pakistan Party,Bakhtiar Ali
NA-243,Karachi Keamari-2,Sindh,1042720,Pakistan Tehreek-e-Insaf,Advocate Shujaat Ali Khan
NA-243,Karachi Keamari-2,Sindh,1042720,Pakistan Peoples Party,Abdul Qadir Patel
NA-243,Karachi Keamari-2,Sindh,1042720,Pakistan Muslim League (Nawaz),Akhtar Hussain Jadoon
NA-243,Karachi Keamari-2,Sindh,1042720,Jamaat-e-Islami Pakistan ,Shiraz Khan Jadoon
NA-244,Karachi West-1,Sindh,944027,Pakistan Tehreek-e-Insaf,Aftab Jahangir
NA-244,Karachi West-1,Sindh,944027,Pakistan Peoples Party,Abdul Berr
NA-244,Karachi West-1,Sindh,944027,Pakistan Muslim League (Nawaz),Ghulam Rasool
NA-244,Karachi West-1,Sindh,944027,Awami National Party,Muhammad Ishaq
NA-245,Karachi West-2,Sindh,857495,Pakistan Tehreek-e-Insaf,Ata Ullah Khan
NA-245,Karachi West-2,Sindh,857495,Pakistan Peoples Party,Siddique Akber
NA-245,Karachi West-2,Sindh,857495,Awami National Party,Amir Nawab
NA-245,Karachi West-2,Sindh,857495,Jamiat Ulema-e-Islam (F),Amin Ullah
NA-246,Karachi West-3,Sindh,877858,Pakistan Tehreek-e-Insaf,Malik Arif Awan
NA-246,Karachi West-3,Sindh,877858,Pakistan Peoples Party,Waseem Akhter
NA-246,Karachi West-3,Sindh,877858,Pakistan Muslim League (Nawaz),Syed Muhammad Saleem Ashrafi
NA-246,Karachi West-3,Sindh,877858,Awami National Party,DOST MUHAMMAD
NA-246,Karachi West-3,Sindh,877858,Jamaat-e-Islami Pakistan ,Naeem Ur Rehman Khan
NA-247,Karachi Central-1,Sindh,938178,Pakistan Tehreek-e-Insaf,Abbas Husnain
NA-247,Karachi Central-1,Sindh,938178,Pakistan Peoples Party,Sheik Muhammad Maaz Feroz
NA-247,Karachi Central-1,Sindh,938178,Pakistan Muslim League (Nawaz),Naheed Parveen
NA-247,Karachi Central-1,Sindh,938178,Pakistan Muslim League (Functional),Anbar Naeem
NA-248,Karachi Central-2,Sindh,978169,Pakistan Tehreek-e-Insaf,Arslan Khalid
NA-248,Karachi Central-2,Sindh,978169,Pakistan Peoples Party,Muhammad Hassan Khan
NA-248,Karachi Central-2,Sindh,978169,Istehkam-e-Pakistan Party,Muhammad Anwar Azeem Khan
NA-249,Karachi Central-3,Sindh,948099,Pakistan Tehreek-e-Insaf,Barrister Uzair Ghouri
NA-249,Karachi Central-3,Sindh,948099,Pakistan Muslim League (Nawaz),Syed Ansub Raza Fatmi
NA-249,Karachi Central-3,Sindh,948099,Awami National Party,Naimat Khalil
NA-249,Karachi Central-3,Sindh,948099,Jamaat-e-Islami Pakistan ,Mian Muslim Pervaiz
NA-250,Karachi Central-4,Sindh,957879,Pakistan Tehreek-e-Insaf,Riaz Hyder
NA-250,Karachi Central-4,Sindh,957879,Pakistan Peoples Party,Sohail Mansoor Khawaja
NA-250,Karachi Central-4,Sindh,957879,Pakistan Muslim League (Nawaz),Furqan Ali
NA-250,Karachi Central-4,Sindh,957879,Awami National Party,Muhammad Khan Afridi
NA-250,Karachi Central-4,Sindh,957879,Jamaat-e-Islami Pakistan ,Naeem Ur Rehman Khan
NA-250,Karachi Central-4,Sindh,957879,Istehkam-e-Pakistan Party,Noureen Iqbal
NA-251,Sherani-cum-Zhob-cumKilla Saifullah,Balochistan,927579,Pakistan Tehreek-e-Insaf,Dawood Khan
NA-251,Sherani-cum-Zhob-cumKilla Saifullah,Balochistan,927579,Pakistan Muslim League (Nawaz),Toor GulKhm Jogezai
NA-251,Sherani-cum-Zhob-cumKilla Saifullah,Balochistan,927579,Awami National Party,Muhammad Shafi
NA-251,Sherani-cum-Zhob-cumKilla Saifullah,Balochistan,927579,Jamiat Ulema-e-Islam (F),Syed Sami Ullah
NA-252,Musa Khail-cum-Barkhancum-Loralai-cum-Duki,Balochistan,870000,Pakistan Tehreek-e-Insaf,Sardar Babar Musakhel
NA-252,Musa Khail-cum-Barkhancum-Loralai-cum-Duki,Balochistan,870000,Pakistan Muslim League (Nawaz),Sardar Muhamrnad Yaqoob Khan Nasar
NA-252,Musa Khail-cum-Barkhancum-Loralai-cum-Duki,Balochistan,870000,Awami National Party,Shazia Bibi
NA-252,Musa Khail-cum-Barkhancum-Loralai-cum-Duki,Balochistan,870000,Jamiat Ulema-e-Islam (F),Amanullah Khan
NA-252,Musa Khail-cum-Barkhancum-Loralai-cum-Duki,Balochistan,870000,Istehkam-e-Pakistan Party,Jalil Ahmad Khan
NA-253,Harnai-cum-Sibi-cum-Kohlu-cum-Dera Bugti,Balochistan,967213,Pakistan Tehreek-e-Insaf,Saddam Tareen
NA-253,Harnai-cum-Sibi-cum-Kohlu-cum-Dera Bugti,Balochistan,967213,Pakistan Muslim League (Nawaz),Mir Dostain Khan Domki
NA-253,Harnai-cum-Sibi-cum-Kohlu-cum-Dera Bugti,Balochistan,967213,Awami National Party,Farid Ullah Dumar
NA-253,Harnai-cum-Sibi-cum-Kohlu-cum-Dera Bugti,Balochistan,967213,Jamiat Ulema-e-Islam (F),Naseer Ahmed Kakar
NA-254,Jhal Magsi-cum-Kachhicum-Nasirabad,Balochistan,919454,Pakistan Tehreek-e-Insaf,Pir Bux Jamoot
NA-254,Jhal Magsi-cum-Kachhicum-Nasirabad,Balochistan,919454,Balochistan National Party,Khalid Magsi
NA-254,Jhal Magsi-cum-Kachhicum-Nasirabad,Balochistan,919454,Jamiat Ulema-e-Islam (F),Nizam ud Din Lehri
NA-255,Sohbat Pur-cumJaffarabad-cum-Usta Mohammadcum-Nasirabad,Balochistan,1124567,Pakistan Tehreek-e-Insaf,Arif Rind
NA-255,Sohbat Pur-cumJaffarabad-cum-Usta Mohammadcum-Nasirabad,Balochistan,1124567,Pakistan Muslim League (Nawaz),Mir Muhammad Khan Jamali
NA-255,Sohbat Pur-cumJaffarabad-cum-Usta Mohammadcum-Nasirabad,Balochistan,1124567,Awami National Party,Muhammad Ismail
NA-255,Sohbat Pur-cumJaffarabad-cum-Usta Mohammadcum-Nasirabad,Balochistan,1124567,Jamiat Ulema-e-Islam (F),Mir Hussain
NA-256,Khuzdar,Balochistan,997214,Pakistan Muslim League (Nawaz),Abdul Khaliq
NA-256,Khuzdar,Balochistan,997214,Jamiat Ulema-e-Islam (F),"Salahuddin Son Of Haji Abdul
Salarn"
NA-257,Hub-cum-Lasbela-cumAwaran,Balochistan,859935,Pakistan Tehreek-e-Insaf,Mir Ali Ahmad Zehri
NA-257,Hub-cum-Lasbela-cumAwaran,Balochistan,859935,Pakistan Muslim League (Nawaz),Jam Kamal Khan
NA-257,Hub-cum-Lasbela-cumAwaran,Balochistan,859935,Awami National Party,Nawaz AIi Burfat
NA-257,Hub-cum-Lasbela-cumAwaran,Balochistan,859935,Jamiat Ulema-e-Islam (F),Muhanmad Alam
NA-258,Panjgur-cum-Kech,Balochistan,936284,Pakistan Muslim League (Nawaz),Mohammad Aslam Boledi
NA-258,Panjgur-cum-Kech,Balochistan,936284,Jamiat Ulema-e-Islam (F),Zafarullah Khan Gichki
NA-259,Kech-cum-Gwadar,Balochistan,939588,Pakistan Peoples Party,Mrlik Shah
NA-259,Kech-cum-Gwadar,Balochistan,939588,Balochistan National Party,Kauda Babar
NA-259,Kech-cum-Gwadar,Balochistan,939588,Jamiat Ulema-e-Islam (F),Khalid Waleed
NA-260,Chagai-cum-N ushki-cumKharan-cum-Washuk,Balochistan,1040001,Pakistan Tehreek-e-Insaf,Ghulam Qadir Sanjrani
NA-260,Chagai-cum-N ushki-cumKharan-cum-Washuk,Balochistan,1040001,Balochistan National Party,Ejaz Sanjrani
NA-260,Chagai-cum-N ushki-cumKharan-cum-Washuk,Balochistan,1040001,Pakistan Muslim League (Nawaz),Sardar Fateh Muhammad Muhammad Hasni
NA-260,Chagai-cum-N ushki-cumKharan-cum-Washuk,Balochistan,1040001,Jamiat Ulema-e-Islam (F),Muhammad Usman Badini
NA-261,Surab-cum-Kalat-cumMastung,Balochistan,863869,Pakistan Muslim League (Nawaz),MirAtta UIIah
NA-261,Surab-cum-Kalat-cumMastung,Balochistan,863869,Jamiat Ulema-e-Islam (F),Moulana Abdul Ghafoor Haideri 
NA-262,Quetta-1,Balochistan,799886,Pakistan Tehreek-e-Insaf,Adil Bazai
NA-262,Quetta-1,Balochistan,799886,Pakistan Peoples Party,Muhammad Ramzan
NA-262,Quetta-1,Balochistan,799886,Balochistan National Party,Manzoor Ahmed
NA-262,Quetta-1,Balochistan,799886,Pakistan Muslim League (Nawaz),Nawab Salman Khan Khilji
NA-262,Quetta-1,Balochistan,799886,Jamiat Ulema-e-Islam (F),Malik Sikandar Khan
NA-263,Quetta-2,Balochistan,821950,Pakistan Tehreek-e-Insaf,Salar Khan Kakar
NA-263,Quetta-2,Balochistan,821950,Pakistan Peoples Party,Rozl Khn Kttar
NA-263,Quetta-2,Balochistan,821950,Balochistan National Party,Rubina Irfan
NA-263,Quetta-2,Balochistan,821950,Pakistan Muslim League (Nawaz),Haji Jamal Shah Kakar
NA-263,Quetta-2,Balochistan,821950,Awami National Party,Asghar Khan
NA-263,Quetta-2,Balochistan,821950,Pakistan Muslim League (Qaid-e-Azam),Shakeel Ahmed Roshan
NA-264,Quetta-3,Balochistan,973656,Pakistan Tehreek-e-Insaf,Zain ul abidin Khilji
NA-264,Quetta-3,Balochistan,973656,Awami National Party,Noor Ahmed
NA-264,Quetta-3,Balochistan,973656,Jamiat Ulema-e-Islam (F),Abdul Rehman
NA-265,Pishin-cum -Ziarat,Balochistan,1025017,Pakistan Tehreek-e-Insaf,Syed Zahoor Agha
NA-265,Pishin-cum -Ziarat,Balochistan,1025017,Pakistan Muslim League (Nawaz),Saad UllahTareen
NA-265,Pishin-cum -Ziarat,Balochistan,1025017,Awami National Party,Abdul Rashid
NA-265,Pishin-cum -Ziarat,Balochistan,1025017,Jamiat Ulema-e-Islam (F),Fazl Ur Rahmen
NA-266,Killa Abdullah-cum-Chaman,Balochistan,828189,Pakistan Tehreek-e-Insaf,Malak Muhammad Asmat Kakar
NA-266,Killa Abdullah-cum-Chaman,Balochistan,828189,Pakistan Peoples Party,Nazar Muhammad
NA-266,Killa Abdullah-cum-Chaman,Balochistan,828189,Pakistan Muslim League (Nawaz),Abdul Khaliq Son of  Mira Jan
NA-266,Killa Abdullah-cum-Chaman,Balochistan,828189,Awami National Party,Muhibullah Kakar
